parent_product_code,sku,finish,finish_code,color,current_price,list_price,product_url
77963-8A-BL,77963-8A-BL,Matte Black,BL,Matte Black,,,https://www.kohler.co.in/p/components-bathroom-sink-rocker-handle-77963-8a?skuId=77963-8A-BL
73159IN-7-CP,73159IN-7-CP,Polished Chrome,CP,Polished Chrome,,,https://www.kohler.co.in/p/composed-single-control-side-mount-tall-lavatory-faucet-with-drain-73159in-7?skuId=73159IN-7-CP
73159IN-7-CP,73159IN-7-BRD,Vibrant Brushed Rose Gold,BRD,Vibrant Brushed Rose Gold,,,https://www.kohler.co.in/p/composed-single-control-side-mount-tall-lavatory-faucet-with-drain-73159in-7?skuId=73159IN-7-CP
97347IN-4-CP,97347IN-4-CP,Polished Chrome,CP,Polished Chrome,,,https://www.kohler.co.in/p/avid-single-control-tall-lavatory-faucet-with-drain-in-polished-chrome-97347in-4?skuId=97347IN-4-CP
97358IN-4ND-CP,97358IN-4ND-CP,Polished Chrome,CP,Polished Chrome,,,https://www.kohler.co.in/p/avid-single-control-wall-mount-lavatory-faucet-without-drain-97358in-4nd?skuId=97358IN-4ND-CP
22534IN-4-CP,22534IN-4-CP,Polished Chrome,CP,Polished Chrome,,,https://www.kohler.co.in/p/hone-single-control-lav-faucet-with-drain-22534in-4?skuId=22534IN-4-CP
97347T-4-RGD,97347T-4-RGD,Vibrant Titanium,RGD,Vibrant Titanium,,,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347t-4?skuId=97347T-4-RGD
97347T-4-RGD,97347T-4-TT,Vibrant Rose Gold,TT,Vibrant Rose Gold,,,https://www.kohler.co.in/p/avid-tall-single-handle-bathroom-sink-faucet-97347t-4?skuId=97347T-4-RGD
73061T-7-BV,73061T-7-AF,Vibrant French Gold,AF,Vibrant French Gold,,,https://www.kohler.co.in/p/composed-wall-mount-lavatory-faucet-73061t-7?skuId=73061T-7-BV
73061T-7-BV,73061T-7-BV,Vibrant Rose Gold,BV,Vibrant Rose Gold,,,https://www.kohler.co.in/p/composed-wall-mount-lavatory-faucet-73061t-7?skuId=73061T-7-BV
73061T-7-BV,73061T-7-RGD,Vibrant Brushed Bronze,RGD,Vibrant Brushed Bronze,,,https://www.kohler.co.in/p/composed-wall-mount-lavatory-faucet-73061t-7?skuId=73061T-7-BV
74028IN-4-CP,74028IN-4-CP,Polished Chrome,CP,Polished Chrome,,,https://www.kohler.co.in/p/taut-pilar-tap-74028in-4?skuId=74028IN-4-CP
18343T-0,18343T-0,White,0,White,,,https://www.kohler.co.in/p/evok-1-6m-rectangular-freestanding-acrylic-bath-18343t?skuId=18343T-0
8331T-0,8331T-0,White,0,White,,,https://www.kohler.co.in/p/veil-freestanding-lithocast-bath-8331t?skuId=8331T-0
11195T-0,11195T-0,White,0,White,,,https://www.kohler.co.in/p/cleo-1-7m-freestanding-cast-iron-bath-11195t?skuId=11195T-0
1800T-0,1800T-0,White,0,White,,,https://www.kohler.co.in/p/abrazo-1-6m-freestanding-lithocast-bath-1800t?skuId=1800T-0
20249T-0,20249T-0,White,0,White,,,https://www.kohler.co.in/p/karing-1-8m-oval-lithocast-bath-20249t?skuId=20249T-0
27724IN-CP,27724IN-CP,Polished Chrome,CP,Polished Chrome,,,https://www.kohler.co.in/p/kohler-rain-duet-filter-shower-with-activated-charcoal-and-5-showering-modes-27724in?skuId=27724IN-CP
26290IN-CP,26290IN-AF,Polished Chrome,AF,Polished Chrome,,,https://www.kohler.co.in/p/statement-three-function-showerhead-9-5-lpm-26290in?skuId=26290IN-CP
26290IN-CP,26290IN-BL,Vibrant French Gold,BL,Vibrant French Gold,,,https://www.kohler.co.in/p/statement-three-function-showerhead-9-5-lpm-26290in?skuId=26290IN-CP
26290IN-CP,26290IN-BV,Vibrant Rose Gold,BV,Vibrant Rose Gold,,,https://www.kohler.co.in/p/statement-three-function-showerhead-9-5-lpm-26290in?skuId=26290IN-CP
26290IN-CP,26290IN-CP,Vibrant Brushed Bronze,CP,Vibrant Brushed Bronze,,,https://www.kohler.co.in/p/statement-three-function-showerhead-9-5-lpm-26290in?skuId=26290IN-CP
26290IN-CP,26290IN-RGD,Matte Black,RGD,Matte Black,,,https://www.kohler.co.in/p/statement-three-function-showerhead-9-5-lpm-26290in?skuId=26290IN-CP
26290IN-CP,26290IN-BRD,Vibrant Brushed Rose Gold,BRD,Vibrant Brushed Rose Gold,,,https://www.kohler.co.in/p/statement-three-function-showerhead-9-5-lpm-26290in?skuId=26290IN-CP
26855IN-CP,26855IN-AF,Polished Chrome,AF,Polished Chrome,,,https://www.kohler.co.in/p/rain-max-square-254-mm-single-function-rainhead-22-lpm-26855in?skuId=26855IN-CP
26855IN-CP,26855IN-BL,Vibrant French Gold,BL,Vibrant French Gold,,,https://www.kohler.co.in/p/rain-max-square-254-mm-single-function-rainhead-22-lpm-26855in?skuId=26855IN-CP
26855IN-CP,26855IN-BV,Vibrant Rose Gold,BV,Vibrant Rose Gold,,,https://www.kohler.co.in/p/rain-max-square-254-mm-single-function-rainhead-22-lpm-26855in?skuId=26855IN-CP
26855IN-CP,26855IN-CP,Vibrant Brushed Bronze,CP,Vibrant Brushed Bronze,,,https://www.kohler.co.in/p/rain-max-square-254-mm-single-function-rainhead-22-lpm-26855in?skuId=26855IN-CP
26855IN-CP,26855IN-RGD,Matte Black,RGD,Matte Black,,,https://www.kohler.co.in/p/rain-max-square-254-mm-single-function-rainhead-22-lpm-26855in?skuId=26855IN-CP
26855IN-CP,26855IN-BRD,Vibrant Brushed Rose Gold,BRD,Vibrant Brushed Rose Gold,,,https://www.kohler.co.in/p/rain-max-square-254-mm-single-function-rainhead-22-lpm-26855in?skuId=26855IN-CP
73199IN-CP,73199IN-CP,Polished Chrome,CP,Polished Chrome,,,https://www.kohler.co.in/p/rainduet-contemporary-square-200-mm-single-function-rainhead-8-7-lpm-73199in?skuId=73199IN-CP
26856IN-CP,26856IN-AF,Polished Chrome,AF,Polished Chrome,,,https://www.kohler.co.in/p/rain-max-square-305-mm-single-function-rainhead-22-lpm-26856in?skuId=26856IN-CP
26856IN-CP,26856IN-BL,Vibrant French Gold,BL,Vibrant French Gold,,,https://www.kohler.co.in/p/rain-max-square-305-mm-single-function-rainhead-22-lpm-26856in?skuId=26856IN-CP
26856IN-CP,26856IN-BV,Vibrant Rose Gold,BV,Vibrant Rose Gold,,,https://www.kohler.co.in/p/rain-max-square-305-mm-single-function-rainhead-22-lpm-26856in?skuId=26856IN-CP
26856IN-CP,26856IN-CP,Vibrant Brushed Bronze,CP,Vibrant Brushed Bronze,,,https://www.kohler.co.in/p/rain-max-square-305-mm-single-function-rainhead-22-lpm-26856in?skuId=26856IN-CP
26856IN-CP,26856IN-RGD,Matte Black,RGD,Matte Black,,,https://www.kohler.co.in/p/rain-max-square-305-mm-single-function-rainhead-22-lpm-26856in?skuId=26856IN-CP
26856IN-CP,26856IN-BRD,Vibrant Brushed Rose Gold,BRD,Vibrant Brushed Rose Gold,,,https://www.kohler.co.in/p/rain-max-square-305-mm-single-function-rainhead-22-lpm-26856in?skuId=26856IN-CP
26853IN-CP,26853IN-CP,Polished Chrome,CP,Polished Chrome,,,https://www.kohler.co.in/p/rainduet-five-function-showerhead-14-0-lpm-26853in?skuId=26853IN-CP
24547IN-CP,24547IN-CP,Polished Chrome,CP,Polished Chrome,,,https://www.kohler.co.in/p/daisyfield-multifunction-showerhead-9-6-lpm-24547in?skuId=24547IN-CP
73198IN-CP,73198IN-CP,Polished Chrome,CP,Polished Chrome,,,https://www.kohler.co.in/p/203mm-round-katalyst-tm-rainhead-73198in?skuId=73198IN-CP
22645IN-CP,22645IN-CP,Polished Chrome,CP,Polished Chrome,,,https://www.kohler.co.in/p/parallel-square-127-mm-single-function-showerhead-9-0-lpm-22645in?skuId=22645IN-CP
22645IN-CP,22645IN-AF,Vibrant French Gold,AF,Vibrant French Gold,,,https://www.kohler.co.in/p/parallel-square-127-mm-single-function-showerhead-9-0-lpm-22645in?skuId=22645IN-CP
16356IN-A-AF,16356IN-A-AF,Polished Chrome,AF,Polished Chrome,,,https://www.kohler.co.in/p/sf-showerhead-with-arm-escutcheon-16356in-a?skuId=16356IN-A-AF
16356IN-A-AF,16356IN-A-CP,Vibrant French Gold,CP,Vibrant French Gold,,,https://www.kohler.co.in/p/sf-showerhead-with-arm-escutcheon-16356in-a?skuId=16356IN-A-AF
16356IN-A-AF,16356IN-A-BN,Vibrant Brushed Nickel,BN,Vibrant Brushed Nickel,,,https://www.kohler.co.in/p/sf-showerhead-with-arm-escutcheon-16356in-a?skuId=16356IN-A-AF
28529IN-0,28529IN-0,White,0,White,,,https://www.kohler.co.in/p/leap-one-piece-round-front-smart-toilet-dual-flush-28529in?skuId=28529IN-0
3983IN-S-0,3983IN-S-0,White,0,White,,,https://www.kohler.co.in/p/reach-one-piece-round-front-toilet-with-skirted-trapway-dual-flush-3983in-s?skuId=3983IN-S-0
17629IN-SM-0,17629IN-SM-0,,0,,,,https://www.kohler.co.in/p/ove-1-pc-complete-toilet-bundle-in-white-1?skuId=17629IN-SM-0
1381T-S-0,1381T-S-0,White,0,White,,,https://www.kohler.co.in/p/veil-one-piece-elongated-toilet-with-skirted-trapway-dual-flush-1381t-s?skuId=1381T-S-0
8688T-S-0,8688T-S-0,White,0,White,,,https://www.kohler.co.in/p/san-raphael-grande-one-piece-elongated-toilet-with-skirted-trapway-4-8-lpf-8688t-s?skuId=8688T-S-0
29777IN-0,29777IN-0,White,0,White,,,https://www.kohler.co.in/p/innate-one-piece-elongated-smart-toilet-dual-flush-29777in?skuId=29777IN-0
5401IN-0,5401IN-0,White,0,White,,,https://www.kohler.co.in/p/veil-smart-one-piece-toilet-5401in?skuId=5401IN-0
17629T-NS-0,17629T-NS-0,White,0,White,,,https://www.kohler.co.in/p/ove-one-piece-round-front-toilet-with-skirted-trapway-dual-flush-17629t-ns?skuId=17629T-NS-0
75708IN-2SS-0,75708IN-2SS-0,White,0,White,,,https://www.kohler.co.in/p/veil-wall-hung-toilet-with-quiet-close-seat-75708in-2ss?skuId=75708IN-2SS-0
17663IN-0,17663IN-0,White,0,White,,,https://www.kohler.co.in/p/odeon-two-piece-toilet-tank-dual-flush-17663in?skuId=17663IN-0
1853IN-0,1853IN-0,White,0,White,,,https://www.kohler.co.in/p/brive-compact-elongated-toilet-bowl-with-concealed-trapway-1853in?skuId=1853IN-0
1855IN-0,1855IN-0,White,0,White,,,https://www.kohler.co.in/p/brive-2pc-tank-only-1855in?skuId=1855IN-0
1851IN-0,1851IN-0,White,0,White,,,https://www.kohler.co.in/p/brive-p-trap-2-pc-bowl-only-1851in?skuId=1851IN-0
17661K-S-0,17661K-S-0,White,0,White,,,https://www.kohler.co.in/p/odeon-wall-hung-toilet-with-exposed-tank-with-quiet-close-seat-and-cover-17661k-s?skuId=17661K-S-0
26998IN-0,26998IN-0,White,0,White,,,https://www.kohler.co.in/p/vive-wall-hung-toilet-bundle-in-white-1?skuId=26998IN-0
26998IN-0,26998IN-DGS,Black,DGS,Black,,,https://www.kohler.co.in/p/vive-wall-hung-toilet-bundle-in-white-1?skuId=26998IN-0
26998IN-0,26998IN-7,Indigo,7,Indigo,,,https://www.kohler.co.in/p/vive-wall-hung-toilet-bundle-in-white-1?skuId=26998IN-0
32410IN-0,32410IN-0,,0,,,,https://www.kohler.co.in/p/apt-square-complete-wall-hung-toilet-bundle-in-white-1?skuId=32410IN-0
29150IN-0,29150IN-0,,0,,,,https://www.kohler.co.in/p/apt-round-complete-wall-hung-toilet-bundle-in-white-1?skuId=29150IN-0
29171IN-S-0,29171IN-S-0,,0,,,,https://www.kohler.co.in/p/span-round-complete-wall-hung-toilet-bundle-in-white-1?skuId=29171IN-S-0
29174IN-S-0,29174IN-S-0,,0,,,,https://www.kohler.co.in/p/Span-square-wall-hung-toilet-bundle-in-White-1?skuId=29174IN-S-0
20217IN-S-0,20217IN-S-0,,0,,,,https://www.kohler.co.in/p/trace-wall-hung-toilet-bundle-in-white-1?skuId=20217IN-S-0
20217IN-S-0,20217IN-S-7,,7,,,,https://www.kohler.co.in/p/trace-wall-hung-toilet-bundle-in-white-1?skuId=20217IN-S-0
30438IN-0,30438IN-0,,0,,,,https://www.kohler.co.in/p/reach-eco-wall-hung-toilet-bundle-in-white-1?skuId=30438IN-0
26994IN-0,26994IN-0,,0,,,,https://www.kohler.co.in/p/brazn-round-wall-hung-toilet-bundle-in-white-1?skuId=26994IN-0
75708IN-SS-0,75708IN-SS-0,,0,,,,https://www.kohler.co.in/p/veil-wall-hung-toilet-bundle-in-white-1?skuId=75708IN-SS-0
75708IN-DGS,75708IN-DGS,,DGS,,,,https://www.kohler.co.in/p/veil-wh-toilet-in-indigo-1?skuId=75708IN-DGS
